Date,Open,High,Low,Close,Volume
2017-09-22 04:00:00,961.01,965.61,954.42,954.63,1716221
2017-09-25 04:00:00,949.31,949.42,932.89,939.77,3240262
2017-09-26 04:00:00,945.49,948.63,931.75,938.59,2228906
2017-09-27 04:00:00,948.0,955.3,943.3,950.88,2037736
2017-09-28 04:00:00,951.11,959.7,950.101,956.4,1616773
2017-09-29 04:00:00,959.7,964.83,958.375,960.49,1494020
2017-10-02 04:00:00,964.0,967.305,952.1201,958.79,1609482
2017-10-03 04:00:00,958.0,963.69,950.37,957.06,1782776
2017-10-04 04:00:00,954.21,967.79,954.05,965.47,1635270
2017-10-05 04:00:00,970.0,981.51,969.64,981.14,2022845
2017-10-06 04:00:00,975.64,995.75,975.64,989.51,2658320
2017-10-09 04:00:00,993.24,998.5,987.5,990.99,2022729
2017-10-10 04:00:00,996.67,997.95,980.099,987.2,2192199
2017-10-11 04:00:00,991.27,995.5,986.695,995.0,1560726
2017-10-12 04:00:00,996.85,1008.44,992.4,1001.07,2802467
2017-10-13 04:00:00,1007.0,1007.77,1001.03,1003.44,1584992
2017-10-16 04:00:00,1008.8,1009.57,1001.04,1006.34,1357666
2017-10-17 04:00:00,1005.59,1011.47,1004.38,1008.99,1487100
2017-10-18 04:00:00,1009.27,1022.31,996.55,996.99,1714126
2017-10-19 04:00:00,990.33,991.05,980.24,986.6,1963364
2017-10-20 04:00:00,993.53,994.62,982.0,982.91,1406057
2017-10-23 04:00:00,986.73,986.775,962.5,966.34,2341953
2017-10-24 04:00:00,969.0,979.85,965.0,976.0,1744834
2017-10-25 04:00:00,978.0,984.44,966.24,972.91,2001000
2017-10-26 04:00:00,980.33,982.9,968.55,972.54,2373669
2017-10-27 04:00:00,1057.03,1105.58,1050.55,1100.99,11137045
2017-10-30 04:00:00,1095.42,1122.79,1093.56,1110.85,4459741
2017-10-31 04:00:00,1109.0,1110.54,1101.12,1105.67,2289196
2017-11-01 04:00:00,1105.4,1108.97,1096.74,1103.5,2493594
2017-11-02 04:00:00,1097.81,1101.94,1086.87,1094.0,2529218
2017-11-03 04:00:00,1090.7,1112.68,1088.52,1111.55,2480553
2017-11-06 05:00:00,1109.15,1125.41,1108.77,1120.46,2163474
2017-11-07 05:00:00,1124.74,1130.6,1117.5,1123.14,1781040
2017-11-08 05:00:00,1122.23,1135.54,1119.11,1132.86,1687417
2017-11-09 05:00:00,1127.41,1129.62,1115.77,1129.0,2301337
2017-11-10 05:00:00,1125.5,1131.75,1124.06,1125.34,1384133
2017-11-13 05:00:00,1123.0,1139.9,1122.34,1129.21,1977018
2017-11-14 05:00:00,1130.11,1138.0,1123.89,1136.84,2112409
2017-11-15 05:00:00,1127.01,1131.75,1121.63,1127.09,2684046
2017-11-16 05:00:00,1130.16,1138.16,1130.05,1136.95,1371136
2017-11-17 05:00:00,1138.26,1138.8,1125.81,1129.87,1488470
2017-11-20 05:00:00,1129.77,1133.42,1122.55,1126.56,1312262
2017-11-21 05:00:00,1132.59,1140.0,1128.2,1139.58,1519825
2017-11-22 05:00:00,1141.0,1160.27,1141.0,1156.16,2438232
2017-11-24 05:00:00,1160.7,1186.84,1160.7,1186.41,2303646
2017-11-27 05:00:00,1202.66,1213.41,1191.15,1195.62,4493368
2017-11-28 05:00:00,1204.6,1205.34,1188.52,1193.6,2980162
2017-11-29 05:00:00,1194.8,1194.8,1145.19,1161.21,6484713
2017-11-30 05:00:00,1167.1,1178.57,1160.0,1176.59,2669924
2017-12-01 05:00:00,1172.05,1179.65,1152.0,1161.83,2674294
2017-12-04 05:00:00,1173.85,1175.2,1128.0,1133.95,4091385
2017-12-05 05:00:00,1128.25,1159.27,1124.74,1141.58,2793610
2017-12-06 05:00:00,1138.58,1155.89,1136.08,1152.94,1827873
2017-12-07 05:00:00,1156.59,1163.19,1151.0,1160.0,1593509
2017-12-08 05:00:00,1170.4,1172.79,1157.1,1161.99,1901497
2017-12-11 05:00:00,1164.6,1169.9,1157.0,1169.15,1434643
2017-12-12 05:00:00,1166.51,1173.6,1161.61,1165.56,1418735
2017-12-13 05:00:00,1170.0,1170.87,1160.27,1164.48,1588655
2017-12-14 05:00:00,1163.71,1177.93,1162.45,1175.06,2069320
2017-12-15 05:00:00,1177.85,1182.75,1169.33,1178.98,2640567
2017-12-18 05:00:00,1187.37,1194.78,1180.91,1190.8,1774701
2017-12-19 05:00:00,1189.15,1192.97,1179.14,1187.43,1615743
2017-12-20 05:00:00,1190.8,1191.0,1176.0,1177.29,1396963
2017-12-21 05:00:00,1175.9,1179.17,1167.64,1174.87,1274624
2017-12-22 05:00:00,1172.08,1174.62,1167.83,1168.33,991630
2017-12-26 05:00:00,1168.94,1178.32,1160.55,1176.94,1310412
2017-12-27 05:00:00,1180.74,1187.29,1175.61,1181.81,1168757
2017-12-28 05:00:00,1189.0,1190.1,1184.38,1185.99,1170447
2017-12-29 05:00:00,1182.35,1184.0,1167.5,1169.54,1471584
2018-01-02 05:00:00,1172.0,1190.0,1170.51,1189.0,1615329
2018-01-03 05:00:00,1188.3,1205.49,1188.3,1202.74,1979510
2018-01-04 05:00:00,1207.52,1215.87,1204.66,1209.64,1918318
2018-01-05 05:00:00,1217.51,1229.14,1210.0,1229.07,2134446
2018-01-08 05:00:00,1236.0,1253.08,1232.03,1246.95,2621390
2018-01-09 05:00:00,1256.9,1259.33,1241.76,1253.12,2333547
2018-01-10 05:00:00,1245.15,1254.29,1237.23,1254.29,1713349
2018-01-11 05:00:00,1259.74,1276.77,1256.46,1276.77,2083299
2018-01-12 05:00:00,1274.96,1305.76,1273.39,1305.2,3514773
2018-01-16 05:00:00,1322.5,1339.94,1292.3,1305.16,4832848
2018-01-17 05:00:00,1312.24,1314.0,1280.88,1295.0,3480712
2018-01-18 05:00:00,1293.95,1304.6,1284.02,1293.22,2633180
2018-01-19 05:00:00,1309.79,1313.0,1292.99,1294.58,2811549
2018-01-22 05:00:00,1297.17,1327.45,1296.66,1327.45,2465047
2018-01-23 05:00:00,1337.28,1364.9,1337.28,1363.05,3025423
2018-01-24 05:00:00,1374.82,1388.16,1338.0,1357.51,4349398
2018-01-25 05:00:00,1368.0,1378.34,1357.62,1377.31,3087991
2018-01-26 05:00:00,1392.01,1402.53,1380.91,1401.19,2737778
2018-01-29 05:00:00,1409.18,1431.39,1400.44,1417.68,3468500
2018-01-30 05:00:00,1403.5,1439.25,1392.0,1438.19,3612579
2018-01-31 05:00:00,1451.3,1472.58,1450.04,1451.39,3921711
2018-02-01 05:00:00,1445.0,1459.88,1385.14,1388.71,4839431
2018-02-02 05:00:00,1477.36,1498.0,1414.0,1429.87,7078215
2018-02-05 05:00:00,1402.62,1458.98,1320.72,1390.0,7078423
2018-02-06 05:00:00,1361.46,1443.99,1351.79,1442.84,6700703
2018-02-07 05:00:00,1449.0,1460.99,1415.15,1415.15,4375563
2018-02-08 05:00:00,1429.68,1433.75,1349.94,1350.51,4962868
2018-02-09 05:00:00,1373.49,1383.5,1265.93,1339.34,8710179
2018-02-12 05:00:00,1364.84,1393.81,1344.01,1386.97,3814015
2018-02-13 05:00:00,1385.93,1419.72,1383.53,1413.66,3587646
2018-02-14 05:00:00,1406.25,1452.06,1403.36,1451.08,3552753
2018-02-15 05:00:00,1466.89,1468.94,1436.84,1461.76,3511847
2018-02-16 05:00:00,1457.73,1465.8,1446.56,1448.59,2737266
2018-02-20 05:00:00,1446.49,1488.77,1446.49,1468.36,4199728
2018-02-21 05:00:00,1485.0,1503.49,1478.92,1482.92,3940322
2018-02-22 05:00:00,1495.36,1502.54,1475.76,1484.59,2927702
2018-02-23 05:00:00,1495.34,1500.0,1486.5,1500.0,2690910
2018-02-26 05:00:00,1509.53,1522.84,1507.0,1521.95,3078221
2018-02-27 05:00:00,1524.5,1526.78,1507.21,1512.0,2975564
2018-02-28 05:00:00,1519.51,1528.7,1512.0,1512.45,2405255
2018-03-01 05:00:00,1513.6,1518.49,1465.0,1492.0,4199300
2018-03-02 05:00:00,1469.5,1501.05,1455.01,1500.21,4342869
2018-03-05 05:00:00,1494.24,1525.0,1481.0,1523.61,3246807
2018-03-06 05:00:00,1533.2,1542.13,1528.0,1537.18,2751784
2018-03-07 05:00:00,1527.14,1545.9,1522.51,1544.9,2365056
2018-03-08 05:00:00,1550.0,1554.88,1545.25,1551.67,2179979
2018-03-09 05:00:00,1563.5,1578.94,1559.08,1578.94,2697253
2018-03-12 04:00:00,1592.6,1605.33,1586.7,1598.5,3020013
2018-03-13 04:00:00,1615.96,1617.54,1578.01,1588.13,4065395
2018-03-14 04:00:00,1597.0,1606.44,1590.89,1591.0,2613321
2018-03-15 04:00:00,1595.0,1596.91,1578.11,1582.75,2606400
2018-03-16 04:00:00,1583.15,1589.44,1567.54,1571.69,2857100
2018-03-19 04:00:00,1554.53,1561.66,1525.35,1545.58,3884291
2018-03-20 04:00:00,1548.4,1587.0,1545.41,1586.52,2782441
2018-03-21 04:00:00,1586.45,1590.0,1563.17,1582.93,3029009
2018-03-22 04:00:00,1565.47,1573.85,1542.4,1544.92,3566700
2018-03-23 04:00:00,1539.01,1549.02,1495.36,1495.55,4669265
2018-03-26 04:00:00,1530.0,1556.99,1499.25,1555.87,3216498
2018-03-27 04:00:00,1572.15,1575.97,1482.32,1497.12,4066382
2018-03-28 04:00:00,1452.0,1455.9,1386.17,1429.19,8194083
2018-03-29 04:00:00,1407.0,1455.47,1365.2,1445.96,7667686
2018-04-02 04:00:00,1417.62,1421.36,1355.0,1371.92,6028133
2018-04-03 04:00:00,1390.61,1414.0,1355.33,1392.05,6426994
2018-04-04 04:00:00,1358.23,1415.39,1352.88,1410.58,4230642
2018-04-05 04:00:00,1442.0,1459.56,1427.07,1451.75,3739195
2018-04-06 04:00:00,1429.97,1452.5,1400.26,1405.21,3449309
2018-04-09 04:00:00,1425.03,1438.48,1402.57,1405.91,2418160
2018-04-10 04:00:00,1431.99,1438.38,1415.7,1436.26,2382932
2018-04-11 04:00:00,1439.44,1448.78,1424.89,1427.29,2057440
2018-04-12 04:00:00,1439.5,1452.12,1435.06,1448.48,1902684
2018-04-13 04:00:00,1449.14,1459.78,1424.52,1431.11,2128378
2018-04-16 04:00:00,1445.0,1447.0,1427.48,1440.63,1659342
2018-04-17 04:00:00,1462.05,1507.19,1457.02,1503.63,3181990
2018-04-18 04:00:00,1514.65,1533.8,1504.11,1527.85,3121119
2018-04-19 04:00:00,1543.19,1568.6,1539.06,1556.73,3739164
2018-04-20 04:00:00,1561.2,1561.2,1516.09,1527.5,3595146
2018-04-23 04:00:00,1546.69,1548.0,1503.41,1517.85,2789436
2018-04-24 04:00:00,1534.99,1539.5,1448.45,1460.61,4937616
2018-04-25 04:00:00,1458.0,1469.99,1415.02,1461.74,4135077
2018-04-26 04:00:00,1485.01,1529.42,1478.5,1519.28,3917941
2018-04-27 04:00:00,1634.01,1638.1,1517.96,1572.76,7693103
2018-04-30 04:00:00,1582.5,1596.0,1560.94,1566.13,3057792
2018-05-01 04:00:00,1563.22,1585.0,1552.18,1582.26,2740225
2018-05-02 04:00:00,1580.8,1588.5,1566.36,1570.53,2612708
2018-05-03 04:00:00,1560.01,1574.8,1546.02,1570.8,2502792
2018-05-04 04:00:00,1563.0,1584.9,1562.19,1580.99,2028511
2018-05-07 04:00:00,1589.34,1606.95,1587.83,1599.86,2292382
2018-05-08 04:00:00,1595.0,1596.88,1582.51,1592.39,1790219
2018-05-09 04:00:00,1600.0,1607.0,1592.0,1606.87,2115115
2018-05-10 04:00:00,1608.48,1615.6,1603.44,1609.42,1653857
2018-05-11 04:00:00,1610.99,1611.1,1597.89,1603.32,1222766
2018-05-14 04:00:00,1603.2,1611.18,1600.05,1602.0,1401201
2018-05-15 04:00:00,1587.8,1587.8,1565.22,1576.5,3010250
2018-05-16 04:00:00,1577.5,1594.43,1576.67,1587.75,1543344
2018-05-17 04:00:00,1580.44,1594.04,1573.0,1581.37,1269222
2018-05-18 04:00:00,1580.96,1583.59,1572.1,1574.5,1371161
2018-05-21 04:00:00,1585.0,1592.05,1575.0,1585.66,1534343
2018-05-22 04:00:00,1589.89,1589.89,1575.25,1581.39,1010797
2018-05-23 04:00:00,1571.05,1601.86,1566.34,1601.86,1782613
2018-05-24 04:00:00,1598.03,1608.24,1588.38,1603.48,1949555
2018-05-25 04:00:00,1603.0,1614.12,1600.45,1609.62,1410804
2018-05-29 04:00:00,1600.71,1621.79,1600.15,1612.88,2248254
2018-05-30 04:00:00,1617.01,1626.0,1612.93,1625.87,1721704
2018-05-31 04:00:00,1623.0,1635.0,1621.35,1630.14,1798032
2018-06-01 04:00:00,1637.03,1646.73,1635.09,1642.91,1920028
2018-06-04 04:00:00,1648.0,1665.68,1645.49,1665.4,1802433
2018-06-05 04:00:00,1672.99,1699.0,1670.06,1696.48,2793926
2018-06-06 04:00:00,1704.51,1714.5,1686.47,1697.78,3317487
2018-06-07 04:00:00,1698.56,1699.9,1676.11,1689.27,2237154
2018-06-08 04:00:00,1681.77,1689.44,1673.01,1682.52,1663830
2018-06-11 04:00:00,1681.51,1694.24,1680.59,1689.62,1336069
2018-06-12 04:00:00,1691.0,1699.51,1691.0,1698.73,1280021
2018-06-13 04:00:00,1702.81,1713.75,1700.12,1704.81,1956515
2018-06-14 04:00:00,1712.71,1724.8,1708.87,1723.75,1805126
2018-06-15 04:00:00,1714.0,1720.87,1708.52,1716.26,2480829
2018-06-18 04:00:00,1704.1,1726.74,1702.56,1724.83,1693892
2018-06-19 04:00:00,1709.04,1736.11,1700.39,1736.01,2278942
2018-06-20 04:00:00,1742.5,1762.93,1741.36,1750.07,2522375
2018-06-21 04:00:00,1759.45,1763.95,1717.56,1730.2,2933793
2018-06-22 04:00:00,1742.63,1743.0,1711.9,1715.06,2164388
2018-06-25 04:00:00,1702.25,1705.0,1646.31,1663.17,4160997
2018-06-26 04:00:00,1672.37,1701.57,1663.34,1691.19,2360197
2018-06-27 04:00:00,1708.11,1711.95,1660.0,1660.0,2563988
2018-06-28 04:00:00,1671.51,1705.5,1661.17,1701.5,2616338
2018-06-29 04:00:00,1717.0,1723.41,1694.32,1699.67,2474322
2018-07-02 04:00:00,1682.7,1713.89,1678.06,1713.75,1844773
2018-07-03 04:00:00,1723.96,1725.0,1692.48,1694.88,1224968
2018-07-05 04:00:00,1706.05,1710.69,1682.15,1699.56,1756136
2018-07-06 04:00:00,1698.01,1715.27,1691.67,1711.01,1379167
2018-07-09 04:00:00,1723.76,1739.56,1716.23,1739.03,1575436
2018-07-10 04:00:00,1738.28,1750.0,1731.0,1743.35,1701145
2018-07-11 04:00:00,1737.35,1756.96,1734.0,1755.53,1707927
2018-07-12 04:00:00,1764.95,1798.0,1762.18,1796.6,2695856
2018-07-13 04:00:00,1803.93,1815.3,1795.23,1813.2,2518905
2018-07-16 04:00:00,1822.08,1841.95,1814.45,1822.49,3262549
2018-07-17 04:00:00,1811.56,1851.69,1797.38,1844.0,3401698
2018-07-18 04:00:00,1848.01,1858.88,1831.27,1842.47,2801302
2018-07-19 04:00:00,1829.46,1841.0,1811.27,1813.68,2546481
2018-07-20 04:00:00,1824.25,1834.84,1810.06,1813.68,2139385
2018-07-23 04:00:00,1815.0,1819.0,1769.99,1802.0,2107001
2018-07-24 04:00:00,1830.73,1840.0,1809.38,1829.28,2324523
2018-07-25 04:00:00,1829.3,1863.84,1822.64,1863.8,3333152
2018-07-26 04:00:00,1839.0,1844.68,1804.5,1805.22,5681651
2018-07-27 04:00:00,1876.05,1880.05,1806.53,1817.99,8768534
2018-07-30 04:00:00,1827.33,1829.5,1766.02,1779.28,5352547
2018-07-31 04:00:00,1786.49,1801.83,1739.32,1777.41,5382278
2018-08-01 04:00:00,1784.0,1798.4365,1776.02,1797.05,3885543
2018-08-02 04:00:00,1788.77,1836.56,1786.0,1834.21,3880943
2018-08-03 04:00:00,1838.78,1841.0,1821.501,1822.93,2389567
2018-08-06 04:00:00,1825.81,1847.77,1818.92,1847.68,2480210
2018-08-07 04:00:00,1854.53,1869.72,1846.27,1862.7,2596829
2018-08-08 04:00:00,1861.0,1891.51,1854.5,1886.52,3631508
2018-08-09 04:00:00,1882.38,1914.57,1877.48,1898.13,3755811
2018-08-10 04:00:00,1888.51,1899.5,1878.2125,1886.0,2710068
2018-08-13 04:00:00,1898.5,1925.0,1893.67,1895.65,4399293
2018-08-14 04:00:00,1919.39,1921.01,1900.0,1919.86,3654984
2018-08-15 04:00:00,1909.55,1916.21,1869.79,1882.37,7188924
2018-08-16 04:00:00,1903.94,1905.0499,1883.5525,1887.47,3621475
2018-08-17 04:00:00,1885.8,1888.0,1855.55,1882.22,3201138
2018-08-20 04:00:00,1890.57,1891.7465,1866.061,1877.24,2722850
2018-08-21 04:00:00,1880.0,1897.75,1874.405,1883.64,2861300
2018-08-22 04:00:00,1876.64,1905.8,1876.64,1905.45,2945031
2018-08-23 04:00:00,1907.17,1919.5,1900.76,1902.8,2409406
2018-08-24 04:00:00,1910.51,1916.01,1902.54,1905.43,2488959
2018-08-27 04:00:00,1915.0,1927.7,1906.01,1927.62,3336319
2018-08-28 04:00:00,1937.73,1941.7771,1928.82,1933.0,2842250
2018-08-29 04:00:00,1953.45,1998.69,1948.94,1998.38,6159931
2018-08-30 04:00:00,1997.42,2025.57,1986.9,2002.22,7007660
2018-08-31 04:00:00,2005.01,2022.38,2004.74,2013.83,2830739
2018-09-04 04:00:00,2026.5,2050.5,2013.0,2039.58,4420050
2018-09-05 04:00:00,2038.11,2040.38,1989.89,1995.0,4249859
2018-09-06 04:00:00,2006.505,2007.5,1935.21,1958.365,5614278
2018-09-07 04:00:00,1938.71,1975.2,1937.35,1952.2,3472937
2018-09-10 04:00:00,1970.43,1973.04,1931.5157,1941.81,3100576
2018-09-11 04:00:00,1928.27,1988.88,1917.0,1987.61,2715087
2018-09-12 04:00:00,1994.0,2000.0,1962.44,1990.07,2985582
2018-09-13 04:00:00,2000.0,2008.76,1982.0277,1990.0,3280352
2018-09-14 04:00:00,1991.75,1993.0,1959.22,1970.19,3440333
2018-09-17 04:00:00,1952.865,1956.82,1887.41,1908.03,6821963
2018-09-18 04:00:00,1917.5,1958.2,1916.01,1941.59,3024558
2018-09-19 04:00:00,1940.5,1940.83,1904.9,1926.28,2180429
2018-09-20 04:00:00,1943.1663,1955.0,1932.25,1944.3,2921514
2018-09-21 04:00:00,1953.51,1957.31,1910.5011,1915.01,5370017
2018-09-24 04:00:00,1898.59,1936.88,1865.0,1934.35,3642637
2018-09-25 04:00:00,1942.9,1975.91,1938.85,1974.55,2766623
2018-09-26 04:00:00,1968.3,1995.25,1961.52,1974.85,3223351
2018-09-27 04:00:00,1989.6,2016.1564,1989.5,2012.98,4055435
2018-09-28 04:00:00,2009.6628,2026.52,1996.4648,2002.57,3243297
2018-10-01 04:00:00,2021.0,2033.19,2003.6,2004.36,2232245
2018-10-02 04:00:00,2000.6014,2013.39,1965.77,1970.0,4012791
2018-10-03 04:00:00,1981.69,1989.7,1949.81,1952.76,4713942
2018-10-04 04:00:00,1949.0,1956.0,1896.57,1910.32,5137287
2018-10-05 04:00:00,1917.99,1929.08,1862.83,1889.58,5545721
2018-10-08 04:00:00,1870.585,1901.9962,1830.6627,1864.42,7061322
2018-10-09 04:00:00,1861.0,1896.6759,1852.32,1870.32,4496453
2018-10-10 04:00:00,1855.5332,1857.0,1754.41,1755.25,10503319
2018-10-11 04:00:00,1725.01,1754.0,1685.1,1719.36,11936763
2018-10-12 04:00:00,1795.905,1806.26,1742.53,1788.61,6314157
2018-10-15 04:00:00,1793.4,1794.8438,1734.23,1760.95,5859434
2018-10-16 04:00:00,1783.5,1823.88,1761.55,1820.15,5481724
2018-10-17 04:00:00,1832.03,1837.9916,1807.0,1831.73,4860411
2018-10-18 04:00:00,1819.738,1830.15,1767.87,1770.72,5609484
2018-10-19 04:00:00,1785.0,1809.1,1753.0,1764.03,6486965
2018-10-22 04:00:00,1784.0,1809.4999,1756.0,1789.005,4236373
2018-10-23 04:00:00,1742.24,1776.34,1714.0,1768.25,4808949
2018-10-24 04:00:00,1773.7,1777.71,1656.56,1659.63,5002212
2018-10-25 04:00:00,1703.34,1794.81,1692.0101,1782.0,8085683
2018-10-26 04:00:00,1649.59,1698.46,1603.0,1638.28,11006965
2018-10-29 04:00:00,1659.795,1665.7383,1495.0,1538.6078,10690836
2018-10-30 04:00:00,1481.58,1540.99,1476.36,1530.42,9332567
2018-10-31 04:00:00,1569.11,1623.91,1565.09,1599.19,4602373
2018-11-01 04:00:00,1623.53,1670.4465,1598.44,1665.86,7682121
2018-11-02 04:00:00,1678.59,1697.44,1651.83,1665.58,6221611
2018-11-05 05:00:00,1657.57,1658.09,1596.36,1627.45,5231856
2018-11-06 05:00:00,1618.35,1665.0,1614.55,1642.86,4000487
2018-11-07 05:00:00,1673.0,1759.23,1664.075,1757.36,7606948
2018-11-08 05:00:00,1752.89,1784.0,1725.11,1754.95,3299391
2018-11-09 05:00:00,1735.12,1743.9207,1701.87,1712.03,2962981
2018-11-12 05:00:00,1699.67,1708.55,1630.01,1636.79,3229882
2018-11-13 05:00:00,1649.29,1677.0638,1613.75,1631.445,2901917
2018-11-14 05:00:00,1656.32,1672.9952,1597.07,1600.1,6052227
2018-11-15 05:00:00,1581.01,1624.82,1546.51,1620.0,7969198
2018-11-16 05:00:00,1587.5,1614.48,1573.12,1593.59,5789575
2018-11-19 05:00:00,1577.01,1581.19,1503.36,1512.7,7408605
2018-11-20 05:00:00,1437.5,1534.75,1420.0,1495.46,10400723
2018-11-21 05:00:00,1542.99,1550.0,1516.2,1516.4,5464027
2018-11-23 05:00:00,1517.0,1536.2,1501.81,1502.08,2508385
2018-11-26 05:00:00,1539.0,1584.81,1524.22,1581.33,5901415
2018-11-27 05:00:00,1575.99,1597.65,1558.01,1582.0,5417385
2018-11-28 05:00:00,1613.92,1681.45,1601.215,1677.46,7904444
2018-11-29 05:00:00,1674.99,1692.37,1652.331,1672.94,6312746
2018-11-30 05:00:00,1679.5,1696.0,1666.5,1691.55,5186801
2018-12-03 05:00:00,1769.46,1778.34,1730.0,1772.9,6403320
2018-12-04 05:00:00,1756.0,1770.3383,1665.404,1668.64,8090560
2018-12-06 05:00:00,1614.87,1700.0,1609.85,1700.0,8247065
2018-12-07 05:00:00,1705.07,1718.9261,1625.46,1629.11,7080944
2018-12-10 05:00:00,1623.84,1657.99,1590.87,1641.2,7179113
2018-12-11 05:00:00,1678.0,1679.4684,1619.6,1643.4,5802900
2018-12-12 05:00:00,1669.0,1704.99,1660.27,1663.13,6044555
2018-12-13 05:00:00,1680.0,1692.12,1641.5,1659.74,4979728
2018-12-14 05:00:00,1638.0,1642.57,1585.0,1591.92,5752043
2018-12-17 05:00:00,1566.0,1576.13,1505.01,1519.75,8117515
2018-12-18 05:00:00,1540.0,1567.55,1523.01,1551.11,6143530
2018-12-19 05:00:00,1543.05,1584.53,1483.18,1494.83,7903568
2018-12-20 05:00:00,1484.0,1509.5,1432.69,1460.83,9314198
2018-12-21 05:00:00,1464.99,1480.0,1363.96,1376.73,12453718
2018-12-24 05:00:00,1346.0,1396.03,1307.0,1342.91,6958691
2018-12-26 05:00:00,1368.89,1473.1567,1363.01,1470.81,9884789
2018-12-27 05:00:00,1454.2,1469.0,1390.31,1462.0,9157443
2018-12-28 05:00:00,1473.35,1513.47,1449.0,1475.18,8215424
2018-12-31 05:00:00,1510.8,1520.76,1487.0,1492.38,6215958
2019-01-02 05:00:00,1465.2,1553.36,1460.93,1536.73,7132821
2019-01-03 05:00:00,1520.01,1538.0,1498.1062,1502.07,6340704
2019-01-04 05:00:00,1530.0,1594.0,1518.31,1574.54,8285596
2019-01-07 05:00:00,1602.31,1634.56,1589.185,1631.12,7252880
2019-01-08 05:00:00,1664.69,1676.61,1616.61,1655.835,8184304
2019-01-09 05:00:00,1652.98,1667.799,1641.3953,1657.59,5718583
2019-01-10 05:00:00,1643.07,1663.25,1621.615,1655.5,6024209
2019-01-11 05:00:00,1640.55,1660.294,1636.22,1639.66,4171157
2019-01-14 05:00:00,1615.0,1648.2,1595.15,1619.8767,5255053
2019-01-15 05:00:00,1632.0,1672.97,1626.01,1672.75,5504935
2019-01-16 05:00:00,1684.22,1705.0,1675.8787,1681.9703,5690955
2019-01-17 05:00:00,1681.46,1700.17,1677.5,1691.37,3801991
2019-01-18 05:00:00,1712.0,1716.2,1691.54,1693.2421,5590622
2019-01-22 05:00:00,1681.0,1681.8668,1610.2,1628.398,5768384
2019-01-23 05:00:00,1655.99,1657.43,1612.0,1636.55,4758701
2019-01-24 05:00:00,1641.07,1657.2572,1631.7847,1654.97,3419975
2019-01-25 05:00:00,1670.0,1683.48,1661.6122,1668.6,4248850
2019-01-28 05:00:00,1644.62,1645.0,1614.09,1636.185,4294355
2019-01-29 05:00:00,1631.27,1632.38,1590.72,1592.73,4087240
2019-01-30 05:00:00,1622.09,1676.95,1619.68,1670.2312,4779035
2019-01-31 05:00:00,1691.87,1736.411,1679.0822,1720.41,7804004
2019-02-01 05:00:00,1637.8,1673.06,1622.01,1623.8,10364406
2019-02-04 05:00:00,1623.0,1649.63,1613.5,1630.5,4434619
2019-02-05 05:00:00,1643.34,1665.26,1642.5,1656.87,3853990
2019-02-06 05:00:00,1670.75,1672.26,1633.34,1639.42,3639233
2019-02-07 05:00:00,1625.02,1625.539,1592.91,1611.6058,4065241
2019-02-08 05:00:00,1586.0,1588.59,1566.756,1585.7397,5163140
2019-02-11 05:00:00,1600.78,1609.29,1586.0,1591.8,2993984
2019-02-12 05:00:00,1603.99,1638.97,1598.88,1637.89,4397459
2019-02-13 05:00:00,1647.0,1656.38,1637.1063,1640.3726,3144253
2019-02-14 05:00:00,1624.5,1637.9,1606.061,1623.8774,3678810
2019-02-15 05:00:00,1627.86,1628.9099,1604.5,1607.5299,3972633
2019-02-19 05:00:00,1601.0,1634.0,1600.56,1627.4731,3363526
2019-02-20 05:00:00,1630.0,1634.93,1610.12,1622.62,3100443
2019-02-21 05:00:00,1619.85,1623.56,1600.91,1619.9,3294305
2019-02-22 05:00:00,1623.5,1634.94,1621.17,1631.19,2590256
2019-02-25 05:00:00,1641.45,1654.6,1630.3873,1633.0,2858663
2019-02-26 05:00:00,1625.98,1639.99,1616.1335,1636.33,2387059
2019-02-27 05:00:00,1628.18,1641.81,1615.1,1641.09,2773023
2019-02-28 05:00:00,1635.25,1651.77,1633.83,1639.79,2439847
2019-03-01 05:00:00,1653.74,1674.26,1651.0,1671.26,4274122
2019-03-04 05:00:00,1685.0,1709.43,1674.36,1696.16,5635905
2019-03-05 05:00:00,1702.95,1707.8,1689.01,1691.81,3441803
2019-03-06 05:00:00,1695.97,1697.75,1668.28,1669.16,3715728
2019-03-07 05:00:00,1667.06,1669.7534,1620.51,1626.28,4213562
2019-03-08 05:00:00,1604.01,1622.72,1586.57,1622.11,4139096
2019-03-11 04:00:00,1626.95,1672.285,1626.01,1670.32,3476811
2019-03-12 04:00:00,1669.0,1684.265,1660.98,1672.42,3094709
2019-03-13 04:00:00,1683.0,1700.0,1679.35,1690.8,3263391
2019-03-14 04:00:00,1691.2,1702.0,1684.34,1685.29,2583867
2019-03-15 04:00:00,1701.56,1718.8,1693.13,1712.91,4006960
2019-03-18 04:00:00,1712.39,1750.0,1712.39,1742.0,4804401
2019-03-19 04:00:00,1754.13,1784.16,1753.51,1762.7,5692348
2019-03-20 04:00:00,1769.94,1799.01,1767.0338,1797.73,5635029
2019-03-21 04:00:00,1796.26,1823.75,1787.281,1818.4,5103096
2019-03-22 04:00:00,1810.17,1818.98,1763.11,1764.06,5841108
2019-03-25 04:00:00,1757.79,1782.675,1747.5,1774.07,4735693
2019-03-26 04:00:00,1792.85,1805.77,1773.3597,1784.47,4486129
